Time_min,T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche,Is_Cleaning
131705,4.07,4976.81,81.61,260,0.645,442.3,72.56,0
131710,3.94,4711.2,80.82,265,0.548,418.31,72.6,0
131715,4.14,4956.77,81.57,270,0.628,441.37,72.6,0
131720,3.58,4704.23,80.88,275,0.545,412.23,72.64,0
131725,3.79,5109.14,82.14,280,0.648,442.68,72.64,0
131730,3.42,5008.2,81.88,285,0.642,442.18,72.61,0
131735,3.79,4493.5,80.28,290,0.484,395.81,72.67,0
131740,4.07,4070.98,79.32,295,0.388,357.18,72.26,0
131745,4.07,5124.51,82.23,300,0.679,453.0,72.54,0
131750,4.43,4788.18,81.13,305,0.562,418.09,72.77,0
131755,3.85,4776.2,81.19,310,0.594,418.85,72.6,0
131760,4.03,4459.94,80.0,315,0.481,385.91,72.31,0
131765,3.25,4854.57,81.54,320,0.636,421.81,72.56,0
131770,3.39,4723.01,81.13,325,0.571,417.89,72.59,0
131775,4.22,5214.64,82.62,330,0.659,462.5,72.56,0
131780,3.63,5081.89,82.28,335,0.644,455.61,72.53,0
131785,3.3,4693.93,81.11,340,0.571,420.76,72.62,0
131790,3.58,5285.12,83.01,345,0.712,488.22,72.62,0
131795,4.06,5363.36,83.22,350,0.718,486.84,72.55,0
131800,4.22,4250.31,80.3,355,0.447,379.14,72.82,0
131805,4.31,4580.65,80.71,360,0.518,407.75,72.57,0
131810,4.16,5126.29,82.47,365,0.724,450.56,72.58,0
131815,3.95,4578.9,80.78,370,0.597,394.63,72.7,0
131820,4.26,4910.33,81.79,375,0.583,433.76,72.62,0
131825,4.01,4824.2,81.56,380,0.618,421.75,72.67,0
131830,3.6,5013.14,82.25,385,0.626,443.01,72.54,0
131835,3.49,4721.15,81.34,390,0.55,414.77,72.57,0
131840,4.13,4509.62,80.63,395,0.548,396.87,72.54,0
131845,3.73,5451.15,83.77,400,0.811,501.55,72.55,0
131850,3.54,4470.12,80.39,405,0.556,387.64,72.24,0
131855,3.95,5295.54,83.24,410,0.762,471.2,72.7,0
131860,4.02,5163.66,82.8,415,0.714,449.15,72.61,0
131865,4.24,5475.6,83.86,420,0.798,507.62,72.51,0
131870,3.77,5034.38,82.44,425,0.688,440.01,72.61,0
131875,3.94,4928.23,82.08,430,0.618,433.94,72.69,0
131880,3.49,4673.82,81.35,435,0.618,406.85,72.68,0
131885,3.9,5142.88,82.84,440,0.725,452.02,72.71,0
131890,3.76,4519.07,80.87,445,0.516,395.69,72.59,0
131895,3.65,5271.82,83.36,450,0.744,469.73,72.55,0
131900,3.94,4550.82,80.97,455,0.546,404.0,72.66,0
131905,4.2,5337.45,83.54,460,0.787,476.11,72.51,0
131910,3.6,4625.65,81.01,465,0.643,411.49,72.34,0
131915,3.52,5009.52,82.56,470,0.699,445.88,72.49,0
131920,3.93,4701.3,81.51,475,0.589,420.37,72.6,0
131925,3.9,5342.69,83.68,480,0.787,482.37,72.5,0
131930,3.96,4429.72,80.79,485,0.547,395.51,72.54,0
131935,3.47,4730.58,81.72,490,0.62,413.03,72.54,0
131940,3.71,4650.3,81.45,495,0.628,417.38,72.61,0
131945,4.04,5420.33,84.01,500,0.842,494.56,72.6,0
131950,3.58,4733.04,81.77,505,0.665,408.71,72.57,0
131955,3.89,4995.15,82.61,510,0.73,439.21,72.71,0
131960,3.76,5213.83,83.39,515,0.737,457.27,72.52,0
131965,3.74,4575.54,81.3,520,0.58,402.39,72.68,0
131970,4.02,5495.11,84.39,525,0.858,506.94,72.65,0
131975,3.52,5208.16,83.47,530,0.795,466.25,72.54,0
131980,3.8,5135.78,83.19,535,0.73,455.04,72.55,0
131985,4.39,5307.48,83.72,540,0.805,470.28,72.59,0
131990,3.99,4602.02,81.44,545,0.619,407.72,72.58,0
131995,3.77,4467.55,79.29,0,0.442,393.69,72.58,1
132000,3.94,5057.81,80.92,5,0.555,447.37,72.62,0
132005,4.05,4885.55,80.42,10,0.492,419.26,72.6,0
132010,3.99,5151.54,81.23,15,0.576,445.53,72.56,0
132015,3.54,4701.39,79.98,20,0.462,419.64,72.59,0
132020,3.68,4907.85,80.57,25,0.51,426.6,72.55,0
132025,4.09,4177.68,78.9,30,0.372,363.23,72.62,0
132030,3.82,4691.67,79.97,35,0.487,412.58,72.56,0
132035,3.88,4781.09,80.23,40,0.483,417.17,72.62,0
132040,3.64,4571.39,79.68,45,0.464,408.77,72.64,0
132045,4.07,4455.95,79.45,50,0.454,385.93,72.65,0
132050,3.24,4604.12,79.85,55,0.491,414.92,72.65,0
132055,3.47,5082.2,81.25,60,0.566,439.34,72.55,0
132060,4.17,4783.39,80.29,65,0.509,418.62,72.57,0
132065,3.84,4675.72,80.03,70,0.493,401.41,72.57,0
132070,3.91,5186.25,81.57,75,0.601,452.4,72.58,0
132075,4.51,4700.08,80.06,80,0.484,406.15,72.53,0
132080,4.13,4930.01,80.79,85,0.528,425.57,72.7,0
132085,3.44,5359.52,82.24,90,0.651,484.34,72.63,0
132090,3.69,4704.32,80.21,95,0.529,407.22,72.68,0
132095,3.56,4695.68,80.22,100,0.497,415.47,72.64,0
132100,3.67,5245.85,81.9,105,0.615,461.83,72.6,0
132105,3.19,4916.89,80.95,110,0.544,433.04,72.59,0
132110,3.84,5175.75,81.69,115,0.592,450.34,72.71,0
132115,3.57,4920.02,80.95,120,0.585,430.13,72.63,0
132120,3.69,4861.48,80.78,125,0.54,424.71,72.61,0
132125,4.06,4699.26,80.27,130,0.504,407.02,72.59,0
132130,3.63,4955.48,81.1,135,0.577,434.25,72.62,0
132135,3.76,5161.33,81.74,140,0.62,446.06,72.54,0
132140,3.8,4756.74,80.52,145,0.549,419.43,72.51,0
132145,4.15,5197.91,81.84,150,0.622,455.28,72.62,0
132150,3.47,4930.95,81.11,155,0.572,436.19,72.49,0
132155,4.03,4630.54,80.17,160,0.511,407.83,72.62,0
132160,4.18,5251.05,82.06,165,0.654,464.07,72.59,0
132165,4.05,4557.12,79.99,170,0.467,402.86,72.62,0
132170,3.77,4654.81,80.32,175,0.516,410.89,72.6,0
132175,4.43,4510.42,79.85,180,0.423,392.89,72.47,0
132180,3.61,4680.48,80.45,185,0.502,407.92,72.56,0
132185,4.01,5277.63,82.26,190,0.672,473.57,72.59,0
132190,3.51,4637.84,80.07,195,0.485,406.09,72.33,0
132195,3.88,5344.01,82.53,200,0.651,477.13,72.57,0
132200,3.61,4618.69,80.32,205,0.5,417.73,72.57,0
132205,4.56,5381.13,82.6,210,0.718,478.91,72.55,0
132210,4.07,4800.85,80.86,215,0.559,421.74,72.74,0
132215,3.71,4905.65,81.24,220,0.601,423.92,72.68,0
132220,4.1,4404.17,79.84,225,0.471,385.35,72.57,0
132225,4.06,4432.5,79.93,230,0.489,382.17,72.57,0
132230,4.28,4530.51,80.0,235,0.494,389.73,72.54,0
132235,3.82,5341.57,82.69,240,0.718,482.65,72.58,0
132240,4.18,5144.03,82.01,245,0.629,455.37,72.59,0
132245,4.02,4175.43,79.66,250,0.436,366.11,72.7,0
132250,3.38,5080.38,81.96,255,0.617,446.84,72.59,0
132255,3.59,5351.29,82.83,260,0.651,482.41,72.61,0
132260,4.02,5064.75,81.85,265,0.591,438.07,72.66,0
132265,3.49,5351.56,82.89,270,0.71,490.51,72.56,0
132270,3.46,5025.27,81.84,275,0.642,433.39,72.63,0
132275,3.06,4890.47,81.48,280,0.599,434.57,72.72,0
132280,3.67,5244.33,82.56,285,0.663,467.83,72.53,0
132285,3.1,4261.45,79.85,290,0.418,381.29,72.49,0
132290,4.2,5301.05,82.7,295,0.687,463.22,72.54,0
132295,3.43,4505.94,80.33,300,0.515,394.39,72.65,0
132300,3.44,5030.03,81.96,305,0.611,439.85,72.56,0
132305,4.59,5042.6,81.86,310,0.589,431.37,72.62,0
132310,3.8,4606.75,80.63,315,0.504,415.12,72.58,0
132315,4.08,5021.31,81.9,320,0.62,439.5,72.62,0
132320,3.86,4684.69,80.9,325,0.571,413.15,72.58,0
132325,3.77,4936.31,81.71,330,0.612,431.9,72.61,0
132330,3.9,5202.13,82.57,335,0.699,463.29,72.57,0
132335,3.57,5190.03,82.59,340,0.671,459.41,72.69,0
132340,3.78,4366.05,80.18,345,0.5,381.5,72.68,0
132345,4.49,5204.64,82.55,350,0.714,450.6,72.68,0
132350,3.38,5496.87,83.73,355,0.786,507.53,72.71,0
132355,4.0,5417.81,83.37,360,0.777,493.84,72.57,0
132360,3.94,4565.38,80.66,365,0.55,399.59,72.62,0
132365,3.49,5087.83,82.38,370,0.655,443.54,72.49,0
132370,3.69,4544.42,80.65,375,0.534,400.8,72.57,0
132375,3.29,4681.06,81.14,380,0.57,419.45,72.64,0
132380,3.62,5266.0,83.01,385,0.714,478.41,72.69,0
132385,3.66,4496.88,80.6,390,0.514,394.29,72.69,0
132390,3.84,4587.34,80.83,395,0.586,407.29,72.53,0
132395,3.77,5192.5,82.79,400,0.689,465.05,72.67,0
132400,3.84,4544.44,80.73,405,0.53,401.66,72.51,0
132405,3.88,5333.84,83.29,410,0.784,475.45,72.52,0
132410,4.34,4646.29,81.02,415,0.591,408.5,72.62,0
132415,4.3,4423.66,80.46,420,0.487,387.91,72.55,0
132420,3.71,4975.44,82.18,425,0.636,433.83,72.61,0
132425,3.51,5124.08,82.72,430,0.703,445.61,72.7,0
132430,3.35,5375.88,83.62,435,0.815,486.28,72.58,0
132435,3.49,4582.97,80.7,440,0.57,404.09,72.29,0
132440,4.1,5128.81,82.7,445,0.702,452.69,72.6,0
132445,3.94,4396.77,80.43,450,0.546,377.21,72.45,0
132450,3.62,4551.17,80.95,455,0.547,399.0,72.63,0
132455,3.91,4578.01,81.08,460,0.58,400.51,72.63,0
132460,3.74,5127.44,82.83,465,0.751,445.25,72.6,0
132465,3.45,4862.81,82.01,470,0.648,426.24,72.55,0
132470,3.45,4355.19,80.61,475,0.533,378.46,72.51,0
132475,3.83,4426.33,80.67,480,0.573,386.9,72.5,0
132480,4.11,4899.31,82.1,485,0.689,426.45,72.53,0
132485,3.71,4126.98,80.35,490,0.456,364.51,72.71,0
132490,3.71,5076.71,82.78,495,0.693,437.8,72.56,0
132495,3.84,5018.52,82.24,500,0.721,434.84,72.21,0
132500,3.27,4784.57,81.91,505,0.667,431.4,72.64,0
132505,3.85,5229.46,83.34,510,0.733,453.37,72.59,0
132510,3.9,5253.24,83.43,515,0.738,462.93,72.57,0
132515,3.91,4858.11,82.12,520,0.661,425.79,72.58,0
132520,3.94,4754.7,81.8,525,0.642,414.6,72.58,0
132525,3.73,4884.28,82.27,530,0.681,429.48,72.57,0
132530,3.73,4535.07,80.87,535,0.588,391.72,72.36,0
132535,3.57,4704.14,81.74,540,0.62,412.64,72.63,0
132540,3.84,5046.28,82.84,545,0.701,441.79,72.58,0
132545,3.65,5064.53,81.08,0,0.535,449.68,72.62,1
132550,3.79,4810.36,80.3,5,0.509,421.16,72.51,0
132555,3.97,5157.81,81.34,10,0.58,448.37,72.59,0
132560,3.31,4305.09,79.2,15,0.403,390.01,72.59,0
132565,3.85,5105.01,81.23,20,0.577,451.26,72.66,0
132570,3.92,5107.77,81.25,25,0.532,454.0,72.69,0
132575,3.25,4564.5,79.61,30,0.431,408.99,72.48,0
132580,3.23,3887.68,78.37,35,0.299,355.0,72.44,0
132585,4.03,5025.57,81.04,40,0.536,443.38,72.62,0
132590,3.47,4691.04,80.13,45,0.438,411.16,72.63,0
132595,3.72,4323.47,79.23,50,0.38,385.83,72.52,0
132600,3.9,5440.69,82.43,55,0.641,502.27,72.65,0
132605,3.27,5159.97,81.63,60,0.593,459.21,72.62,0
132610,3.78,4883.26,80.73,65,0.502,433.91,72.6,0
132615,3.46,5276.18,82.01,70,0.622,479.64,72.64,0
132620,3.45,4950.64,81.01,75,0.538,437.78,72.61,0
132625,3.92,4152.96,79.24,80,0.386,372.81,72.82,0
132630,3.63,4108.58,79.08,85,0.355,371.5,72.62,0
132635,4.13,4977.67,81.06,90,0.582,444.02,72.58,0
132640,3.74,4862.75,80.78,95,0.53,430.38,72.59,0
132645,4.0,5029.67,81.28,100,0.571,444.48,72.63,0
132650,3.65,4466.46,79.71,105,0.439,394.01,72.58,0
132655,3.97,4903.13,80.93,110,0.53,437.85,72.57,0
132660,3.69,5415.34,82.61,115,0.641,505.78,72.54,0
132665,3.98,4819.21,80.71,120,0.499,425.54,72.6,0
132670,3.68,5008.07,81.34,125,0.609,444.34,72.63,0
132675,4.03,4484.82,79.78,130,0.461,393.11,72.57,0
132680,4.16,5248.65,82.08,135,0.654,469.79,72.54,0
132685,3.84,5238.34,82.11,140,0.61,481.36,72.59,0
132690,3.36,4713.01,80.55,145,0.515,423.49,72.63,0
132695,3.81,5043.9,81.53,150,0.571,444.99,72.65,0
132700,3.92,5167.93,81.92,155,0.649,459.31,72.49,0
132705,4.29,4884.99,81.01,160,0.557,433.5,72.57,0
132710,3.68,4775.17,80.77,165,0.537,422.53,72.59,0
132715,4.06,4888.43,81.08,170,0.549,435.63,72.52,0
132720,3.66,4778.26,80.81,175,0.521,428.49,72.59,0
132725,3.71,5085.21,81.78,180,0.631,446.96,72.61,0
132730,3.67,5314.32,82.54,185,0.673,478.52,72.63,0
132735,3.86,4136.56,79.16,190,0.41,367.29,72.48,0
132740,4.4,4570.54,80.18,195,0.489,406.44,72.62,0
132745,3.77,5384.84,82.82,200,0.7,492.41,72.61,0
132750,4.02,4549.59,80.19,205,0.479,394.5,72.64,0
132755,3.9,4420.76,79.94,210,0.465,392.86,72.71,0
132760,3.19,4942.65,81.52,215,0.605,442.44,72.68,0
132765,3.3,4802.56,81.08,220,0.586,431.82,72.58,0
132770,3.75,4266.27,79.75,225,0.438,383.5,72.6,0
132775,3.53,5010.7,81.75,230,0.609,440.41,72.63,0
132780,3.36,4769.22,81.03,235,0.568,426.74,72.64,0
132785,3.29,4963.28,81.66,240,0.607,441.25,72.65,0
132790,3.79,5173.85,82.29,245,0.645,461.67,72.68,0
132795,2.86,5045.29,82.02,250,0.612,453.69,72.54,0
132800,3.2,4678.84,80.84,255,0.553,421.98,72.53,0
132805,3.81,5456.37,83.29,260,0.727,506.53,72.65,0
132810,4.39,4360.92,79.96,265,0.472,384.82,72.59,0
132815,3.82,5201.0,82.47,270,0.668,473.17,72.56,0
132820,3.9,5094.55,82.13,275,0.716,453.62,72.53,0
132825,3.9,5059.96,82.03,280,0.632,441.08,72.62,0
132830,4.1,5265.27,82.7,285,0.668,468.04,72.55,0
132835,3.75,5140.75,82.35,290,0.66,456.42,72.66,0
132840,3.81,5100.89,82.23,295,0.658,454.3,72.61,0
132845,3.91,4729.16,81.06,300,0.574,410.4,72.57,0
132850,3.5,4567.51,80.63,305,0.507,408.7,72.52,0
132855,4.42,5046.46,82.03,310,0.661,442.03,72.53,0
132860,3.36,4598.56,80.77,315,0.53,405.29,72.62,0
132865,3.85,4521.85,80.31,320,0.508,404.62,72.44,0
132870,3.86,5011.48,82.05,325,0.638,438.44,72.54,0
132875,3.44,4435.03,80.4,330,0.528,400.5,72.62,0
132880,3.15,4913.14,81.86,335,0.632,442.58,72.52,0
132885,3.31,5132.59,82.58,340,0.681,455.9,72.62,0
132890,3.97,4888.55,81.71,345,0.598,431.51,72.59,0
132895,4.47,5076.43,82.26,350,0.677,443.57,72.57,0
132900,3.91,4637.5,80.96,355,0.519,410.97,72.67,0
132905,3.87,4884.84,81.76,360,0.627,428.3,72.66,0
132910,3.66,4770.37,81.44,365,0.613,421.1,72.56,0
132915,3.92,5404.32,83.53,370,0.785,497.72,72.54,0
132920,3.68,4081.49,80.48,375,0.447,368.58,73.11,0
132925,4.13,4340.96,80.23,380,0.501,381.83,72.57,0
132930,3.53,5428.71,83.74,385,0.765,501.16,72.47,0
132935,3.38,4331.31,80.42,390,0.484,384.6,72.6,0
132940,3.32,5158.74,82.88,395,0.728,452.41,72.68,0
132945,3.79,5089.5,82.6,400,0.701,450.91,72.51,0
132950,3.98,4652.83,81.18,405,0.547,409.91,72.59,0
132955,3.76,5055.61,82.53,410,0.65,445.84,72.62,0
132960,3.79,4870.83,81.93,415,0.63,425.52,72.65,0
132965,3.47,4673.3,81.36,420,0.594,407.55,72.63,0
132970,4.02,4517.97,80.82,425,0.571,394.61,72.64,0
132975,4.08,5010.11,82.41,430,0.677,437.06,72.67,0
132980,3.81,4791.53,81.75,435,0.587,426.8,72.62,0
132985,3.48,5020.1,82.56,440,0.712,448.04,72.64,0
132990,3.8,4957.64,82.33,445,0.689,434.53,72.63,0
132995,4.01,5167.16,83.02,450,0.731,456.66,72.61,0
133000,4.2,4671.39,81.38,455,0.624,416.07,72.52,0
133005,3.5,4945.35,82.38,460,0.682,436.42,72.62,0
133010,3.59,4746.7,81.74,465,0.592,425.3,72.64,0
133015,3.47,4955.37,82.46,470,0.693,442.9,72.58,0
133020,3.85,5143.96,83.06,475,0.73,454.95,72.63,0
133025,3.7,4932.04,82.38,480,0.658,441.91,72.52,0
133030,3.93,5370.37,83.88,485,0.783,485.77,72.54,0
133035,3.44,4905.59,82.37,490,0.686,440.89,72.67,0
133040,4.16,4980.58,82.54,495,0.693,432.3,72.62,0
133045,3.86,4850.67,82.17,500,0.687,432.33,72.57,0
133050,3.93,5303.93,83.72,505,0.81,475.46,72.59,0
133055,3.76,4798.37,82.05,510,0.671,431.79,72.56,0
133060,3.57,4959.78,82.63,515,0.679,435.55,72.58,0
133065,3.29,4948.41,82.65,520,0.705,445.36,72.7,0
133070,3.97,4613.07,81.47,525,0.623,411.89,72.55,0
133075,3.91,4791.15,82.08,530,0.633,424.04,72.56,0
133080,3.6,4707.17,81.6,535,0.637,417.71,72.43,0
133085,3.75,5115.1,83.23,540,0.718,450.61,72.61,0
133090,3.28,4905.21,82.6,545,0.698,439.66,72.59,0
133095,3.66,5177.42,81.53,0,0.53,467.45,72.62,1
133100,4.15,5041.35,81.05,5,0.558,444.4,72.59,0
133105,4.47,5277.96,81.76,10,0.556,472.2,72.61,0
133110,3.39,5035.83,81.16,15,0.549,456.02,72.55,0
133115,3.45,4361.01,79.13,20,0.396,396.86,72.38,0
133120,3.5,4902.94,80.78,25,0.551,441.66,72.59,0
133125,3.53,4828.65,80.57,30,0.495,437.06,72.55,0
133130,4.13,5316.63,82.03,35,0.609,482.75,72.62,0
133135,3.94,5079.91,81.32,40,0.585,459.78,72.57,0
133140,3.89,5169.19,81.63,45,0.585,463.88,72.53,0
133145,3.87,4548.14,79.78,50,0.475,407.05,72.55,0
133150,3.44,5055.46,81.36,55,0.543,456.58,72.63,0
133155,3.83,4541.45,79.8,60,0.468,400.72,72.63,0
133160,4.15,4878.09,80.77,65,0.497,436.78,72.63,0
133165,3.81,4727.54,80.38,70,0.514,426.33,72.59,0
133170,4.02,4552.37,79.86,75,0.442,408.98,72.66,0
133175,4.08,5309.36,82.18,80,0.637,475.78,72.67,0
133180,4.17,4813.42,80.64,85,0.561,433.75,72.47,0
133185,3.8,5291.61,82.2,90,0.621,483.48,72.56,0
133190,3.62,4783.45,80.65,95,0.513,428.04,72.65,0
133195,4.12,4835.0,80.76,100,0.488,433.64,72.56,0
133200,3.82,5485.71,82.9,105,0.669,514.9,72.64,0
133205,4.03,5237.76,82.07,110,0.614,469.43,72.58,0
133210,3.75,5080.95,81.62,115,0.592,458.3,72.6,0
133215,3.49,4844.64,80.93,120,0.537,437.73,72.56,0
133220,3.82,5034.97,81.5,125,0.564,449.02,72.67,0
133225,4.11,5447.02,82.82,130,0.699,498.13,72.59,0
133230,3.52,5020.71,81.53,135,0.615,443.67,72.62,0
133235,4.12,5244.16,82.19,140,0.628,476.54,72.55,0
133240,3.83,5414.57,82.81,145,0.678,504.99,72.57,0
133245,3.84,5096.96,81.79,150,0.62,460.53,72.6,0
133250,3.56,4835.11,81.02,155,0.526,426.23,72.57,0
133255,3.55,4898.96,81.23,160,0.536,443.77,72.61,0
133260,3.73,4636.5,80.43,165,0.504,418.49,72.61,0
133265,3.8,5153.14,82.05,170,0.632,469.14,72.56,0
133270,4.26,5137.91,81.95,175,0.603,453.98,72.46,0
133275,3.67,5245.38,82.4,180,0.661,481.89,72.52,0
133280,3.69,4068.74,79.22,185,0.413,370.71,72.41,0
133285,3.64,5191.95,82.27,190,0.644,473.43,72.6,0
133290,3.55,4677.3,80.68,195,0.55,423.28,72.73,0
133295,3.91,4713.11,80.76,200,0.543,429.3,72.54,0
133300,3.38,5083.2,82.01,205,0.591,454.31,72.63,0
133305,3.58,4554.29,80.35,210,0.482,400.94,72.57,0
133310,3.39,5394.55,83.09,215,0.699,492.84,72.71,0
133315,3.55,4573.49,80.45,220,0.517,406.37,72.62,0
133320,4.11,5019.63,81.78,225,0.604,443.7,72.63,0
133325,3.87,4835.49,81.25,230,0.56,429.26,72.49,0
133330,3.65,5237.05,82.59,235,0.67,472.7,72.55,0
133335,3.2,5341.39,83.03,240,0.694,500.66,72.55,0
133340,4.03,5478.1,83.39,245,0.744,513.11,72.58,0
133345,3.76,5081.86,82.12,250,0.633,457.72,72.49,0
133350,3.65,4925.93,81.65,255,0.576,440.48,72.62,0
133355,2.96,4910.4,81.71,260,0.598,444.38,72.6,0
133360,3.78,4992.51,81.88,265,0.631,443.04,72.59,0
133365,3.71,5416.76,83.33,270,0.712,515.81,72.6,0
133370,4.03,4948.91,81.74,275,0.572,446.19,72.69,0
133375,3.74,4806.18,81.34,280,0.581,423.02,72.64,0
133380,4.03,4697.85,80.99,285,0.546,418.76,72.61,0
133385,3.18,4288.08,80.13,290,0.457,397.48,72.58,0
133390,3.91,5100.92,82.33,295,0.678,459.17,72.57,0
133395,3.44,4996.24,82.07,300,0.601,452.71,72.68,0
133400,3.62,4560.3,80.68,305,0.529,406.85,72.55,0
133405,4.14,5204.02,82.69,310,0.644,472.0,72.63,0
133410,4.12,5449.86,83.56,315,0.775,502.77,72.57,0
133415,3.61,4936.75,81.92,320,0.625,452.75,72.72,0
133420,3.93,4816.94,81.51,325,0.602,426.5,72.6,0
133425,3.88,4955.42,81.98,330,0.616,448.9,72.59,0
133430,3.96,4841.0,81.62,335,0.588,436.79,72.6,0
133435,3.39,4213.84,80.13,340,0.481,389.11,72.58,0
133440,4.21,4702.33,81.18,345,0.558,426.42,72.59,0
133445,3.63,5179.42,82.84,350,0.691,456.59,72.6,0
133450,3.84,5263.46,83.12,355,0.749,481.15,72.64,0
133455,3.99,4542.86,80.77,360,0.536,399.47,72.61,0
133460,3.78,4611.47,81.02,365,0.559,418.36,72.62,0
133465,3.88,4768.83,81.52,370,0.597,431.12,72.57,0
133470,4.05,5359.43,83.49,375,0.763,488.23,72.7,0
133475,3.44,5010.69,82.41,380,0.671,445.24,72.54,0
133480,3.78,4923.18,82.09,385,0.624,434.64,72.58,0
133485,3.59,5275.88,83.33,390,0.736,483.56,72.67,0
133490,3.49,5461.07,84.02,395,0.78,520.11,72.56,0
133495,3.9,4848.75,81.88,400,0.636,429.25,72.64,0
133500,3.91,5141.55,82.88,405,0.697,461.96,72.57,0
133505,3.69,5037.76,82.58,410,0.645,451.78,72.59,0
133510,4.04,4646.77,81.27,415,0.565,413.59,72.65,0
133515,3.73,5342.57,83.66,420,0.761,489.74,72.67,0
133520,4.42,4946.13,82.22,425,0.639,435.97,72.59,0
133525,3.44,4878.23,82.15,430,0.657,443.83,72.58,0
133530,3.52,4625.82,81.34,435,0.587,412.99,72.55,0
133535,3.62,4841.74,82.04,440,0.676,442.1,72.64,0
133540,3.71,4884.77,82.19,445,0.638,433.99,72.61,0
133545,3.97,4980.18,82.49,450,0.665,443.1,72.66,0
133550,4.05,4999.45,82.56,455,0.648,442.83,72.67,0
133555,3.64,4736.5,81.77,460,0.605,420.01,72.52,0
133560,3.63,5001.6,82.67,465,0.741,448.08,72.59,0
133565,3.33,4813.56,82.1,470,0.678,435.62,72.58,0
133570,3.95,5260.12,83.55,475,0.77,478.02,72.59,0
133575,3.84,4516.05,81.1,480,0.552,405.99,72.57,0
133580,3.99,5046.07,82.84,485,0.705,447.33,72.61,0
133585,3.88,5139.74,83.2,490,0.754,457.83,72.54,0
133590,3.73,4908.13,82.45,495,0.664,446.61,72.62,0
133595,3.72,4427.43,81.0,500,0.528,404.32,72.53,0
133600,3.02,4952.65,82.74,505,0.69,449.21,72.61,0
133605,3.65,5005.96,82.85,510,0.684,440.21,72.57,0
133610,3.39,5130.37,83.34,515,0.742,465.76,72.6,0
133615,4.14,4998.31,82.79,520,0.707,448.57,72.57,0
133620,3.3,4941.46,82.74,525,0.734,444.56,72.49,0
133625,3.97,5020.28,82.93,530,0.674,447.78,72.59,0
133630,3.45,5040.76,83.1,535,0.681,451.65,72.67,0
133635,3.12,5006.33,83.05,540,0.72,446.85,72.63,0
133640,3.71,5042.77,83.1,545,0.706,453.54,72.57,0
133645,4.15,4936.93,80.56,0,0.476,420.32,72.64,1
133650,3.59,4341.14,79.09,5,0.356,376.98,72.63,0
133655,4.07,5240.85,81.5,10,0.577,460.69,72.57,0
133660,3.9,5103.78,81.12,15,0.565,445.78,72.63,0
133665,3.54,5063.62,81.06,20,0.562,442.7,72.55,0
133670,3.94,5111.39,81.17,25,0.58,444.1,72.61,0
133675,4.06,4954.49,80.71,30,0.522,427.28,72.53,0
133680,3.63,4864.94,80.51,35,0.479,427.08,72.63,0
133685,3.9,4712.36,80.05,40,0.453,413.02,72.57,0
133690,3.91,4874.43,80.54,45,0.506,431.09,72.64,0
133695,3.97,5060.45,81.1,50,0.593,439.42,72.6,0
133700,3.45,5252.2,81.78,55,0.627,467.62,72.58,0
133705,3.84,5362.73,82.1,60,0.608,483.14,72.58,0
133710,3.69,4873.1,80.62,65,0.496,431.82,72.68,0
133715,4.11,4559.51,79.69,70,0.462,394.64,72.57,0
133720,3.76,5150.02,81.49,75,0.608,440.65,72.67,0
133725,3.35,5391.84,82.33,80,0.659,494.98,72.62,0
133730,3.49,4375.36,79.43,85,0.428,382.95,72.62,0
133735,4.1,4818.98,80.5,90,0.516,422.65,72.5,0
133740,3.5,5335.77,82.18,95,0.638,479.75,72.55,0
133745,3.96,4612.97,79.95,100,0.494,408.03,72.63,0
133750,3.57,4758.58,80.43,105,0.522,420.76,72.54,0
133755,3.58,4700.7,80.01,110,0.52,414.12,72.36,0
133760,3.8,5407.19,82.45,115,0.648,498.02,72.66,0
133765,3.76,4758.9,80.46,120,0.542,413.78,72.68,0
133770,3.02,5304.23,82.26,125,0.616,481.57,72.57,0
133775,4.0,5093.5,81.47,130,0.575,454.65,72.64,0
133780,3.53,5112.83,81.61,135,0.588,450.42,72.57,0
133785,3.56,4645.24,80.21,140,0.5,414.27,72.6,0
133790,3.92,4728.33,80.43,145,0.525,419.54,72.59,0
133795,4.1,5035.13,81.35,150,0.568,441.23,72.63,0
133800,4.06,5467.84,82.76,155,0.671,504.79,72.56,0
133805,3.51,5078.03,81.59,160,0.586,446.09,72.64,0
133810,3.62,5155.3,81.84,165,0.573,453.66,72.57,0
133815,3.43,5121.38,81.78,170,0.606,444.78,72.61,0
133820,3.76,4388.89,79.63,175,0.434,388.41,72.61,0
133825,3.36,4816.86,80.88,180,0.545,424.73,72.57,0
133830,3.13,5375.27,82.7,185,0.682,492.57,72.6,0
133835,3.76,5494.27,83.02,190,0.699,505.06,72.72,0
133840,3.35,4303.43,79.49,195,0.43,372.83,72.5,0
133845,2.74,4938.78,81.4,200,0.585,443.56,72.67,0
133850,3.66,5016.54,81.54,205,0.581,444.45,72.58,0
133855,4.13,4742.9,80.66,210,0.523,413.33,72.58,0
133860,3.49,5191.77,82.16,215,0.61,462.24,72.65,0
133865,3.93,4908.65,81.22,220,0.608,432.5,72.6,0
133870,3.44,5228.65,82.32,225,0.689,465.88,72.59,0
133875,3.53,4813.7,81.01,230,0.562,422.09,72.63,0
